Order_ID,Date,Hour,Product_ID,Quantity,Customer_ID,Branch
370,2024-02-26,16,503,1,C016,Hamra
555,2024-02-08,20,110,1,C023,Hamra
4628,2024-04-18,11,101,2,C186,Hamra
2185,2024-06-29,20,506,1,C087,Hamra
746,2024-02-11,10,306,1,C031,Hamra
3047,2024-07-04,14,109,2,C121,Hamra
1716,2024-08-10,17,605,2,C069,Hamra
3328,2024-05-01,18,205,2,C134,Hamra
2901,2024-05-12,20,410,2,C115,Hamra
4821,2024-06-11,10,105,3,C193,Hamra
1457,2024-08-02,19,505,1,C059,Hamra
3914,2024-08-08,16,307,1,C156,Hamra
3690,2024-08-22,18,505,1,C146,Hamra
1940,2024-11-26,19,308,1,C077,Hamra
3456,2024-05-25,8,107,1,C138,Hamra
159,2024-08-26,9,308,1,C007,Hamra
888,2024-03-16,12,602,1,C037,Hamra
4285,2024-01-09,14,310,1,C173,Hamra
2152,2024-03-14,14,402,1,C086,Hamra
388,2024-09-09,17,505,3,C016,Hamra
2928,2024-08-17,15,106,1,C116,Hamra
2958,2024-01-07,13,409,2,C118,Hamra
332,2024-06-22,19,109,1,C014,Hamra
3488,2024-05-20,8,702,3,C139,Hamra
2184,2024-06-16,14,408,2,C087,Hamra
4054,2024-06-18,13,704,1,C162,Hamra
4697,2024-10-09,14,106,1,C188,Hamra
2620,2024-05-01,18,501,1,C104,Hamra
3549,2024-07-12,9,406,3,C141,Hamra
4158,2024-01-05,13,409,2,C167,Hamra
1058,2024-01-29,16,505,2,C044,Hamra
683,2024-06-13,19,404,1,C028,Hamra
4203,2024-12-04,15,204,1,C168,Hamra
376,2024-05-15,9,411,2,C016,Hamra
1240,2024-12-30,20,411,1,C050,Hamra
2914,2024-11-16,16,706,1,C115,Hamra
3923,2024-12-07,12,205,1,C156,Hamra
1686,2024-05-24,8,108,3,C068,Hamra
2308,2024-11-22,8,401,1,C092,Hamra
3049,2024-08-04,11,411,1,C121,Hamra
4700,2024-10-27,11,701,1,C188,Hamra
3522,2024-05-11,19,306,2,C140,Hamra
389,2024-10-18,13,403,1,C016,Hamra
1295,2024-03-10,18,104,1,C053,Hamra
4522,2024-09-08,8,301,1,C182,Hamra
1210,2024-10-01,17,307,2,C049,Hamra
4118,2024-12-29,20,202,3,C164,Hamra
1535,2024-06-30,19,301,2,C062,Hamra
2098,2024-06-15,13,704,1,C084,Hamra
3862,2024-03-31,11,504,3,C154,Hamra
1390,2024-07-20,20,502,1,C056,Hamra
3028,2024-12-11,12,506,1,C120,Hamra
2252,2024-01-19,14,501,1,C090,Hamra
3757,2024-02-08,16,404,1,C150,Hamra
3012,2024-05-05,19,303,2,C120,Hamra
1815,2024-06-21,20,110,1,C073,Hamra
1713,2024-05-20,18,506,1,C069,Hamra
4392,2024-08-29,10,503,1,C177,Hamra
2464,2024-08-07,19,303,1,C098,Hamra
37,2024-05-05,13,101,1,C002,Hamra
1294,2024-02-27,12,503,1,C053,Hamra
2991,2024-05-27,16,306,1,C119,Hamra
162,2024-11-12,8,101,1,C007,Hamra
3736,2024-12-26,14,205,1,C148,Hamra
3945,2024-01-01,16,104,2,C158,Hamra
1885,2024-12-13,15,305,1,C075,Hamra
2369,2024-07-08,11,110,2,C095,Hamra
4869,2024-07-09,16,308,3,C195,Hamra
4675,2024-11-07,10,505,2,C187,Hamra
4849,2024-04-26,12,409,1,C194,Hamra
62,2024-05-13,14,604,1,C003,Hamra
4563,2024-02-27,17,701,3,C184,Hamra
1964,2024-02-13,9,408,1,C079,Hamra
412,2024-06-21,16,409,1,C017,Hamra
2828,2024-06-08,17,503,1,C112,Hamra
1272,2024-06-21,17,110,1,C052,Hamra
161,2024-11-12,7,305,3,C007,Hamra
2837,2024-10-29,10,101,1,C112,Hamra
3305,2024-05-28,10,203,1,C133,Hamra
1317,2024-03-20,7,101,1,C054,Hamra
1511,2024-07-31,15,105,1,C061,Hamra
2748,2024-07-21,9,301,1,C109,Hamra
387,2024-09-08,11,205,1,C016,Hamra
4873,2024-08-16,12,702,2,C195,Hamra
4665,2024-06-12,14,403,1,C187,Hamra
1155,2024-08-14,12,406,2,C047,Hamra
1176,2024-05-26,9,308,1,C048,Hamra
3035,2024-01-20,12,701,1,C121,Hamra
1583,2024-02-16,7,603,1,C064,Hamra
1230,2024-08-20,10,601,1,C050,Hamra
999,2024-10-31,12,302,2,C041,Hamra
4972,2024-01-14,13,702,2,C200,Hamra
537,2024-05-22,17,409,1,C022,Hamra
2891,2024-01-01,19,203,1,C115,Hamra
4508,2024-02-23,17,204,2,C182,Hamra
114,2024-09-15,16,201,1,C005,Hamra
3663,2024-05-23,9,403,1,C145,Hamra
2526,2024-01-12,15,506,3,C101,Hamra
1962,2024-11-25,18,407,1,C078,Hamra
993,2024-08-11,18,410,3,C041,Hamra
2305,2024-09-28,13,406,1,C092,Hamra
4091,2024-12-23,20,302,2,C163,Hamra
4195,2024-06-04,7,605,1,C168,Hamra
532,2024-01-08,8,109,1,C022,Hamra
4359,2024-05-01,7,110,1,C176,Hamra
1311,2024-12-13,17,108,1,C053,Hamra
2322,2024-06-12,15,306,1,C093,Hamra
220,2024-03-30,15,203,1,C010,Hamra
3686,2024-05-15,13,703,1,C146,Hamra
1204,2024-07-04,16,105,2,C049,Hamra
1783,2024-11-11,9,106,1,C071,Hamra
3963,2024-06-26,19,405,1,C158,Hamra
467,2024-01-28,11,406,1,C019,Hamra
1362,2024-08-07,10,302,1,C055,Hamra
4708,2024-12-22,13,201,1,C188,Hamra
4974,2024-02-10,20,305,1,C200,Hamra
521,2024-08-15,15,701,2,C021,Hamra
635,2024-07-10,18,109,1,C026,Hamra
681,2024-05-24,8,102,1,C028,Hamra
4168,2024-07-19,19,501,2,C167,Hamra
4031,2024-07-30,14,101,2,C161,Hamra
970,2024-08-07,15,104,1,C040,Hamra
711,2024-08-27,16,411,2,C029,Hamra
490,2024-02-15,20,310,1,C020,Hamra
489,2024-02-04,16,103,2,C020,Hamra
1855,2024-09-09,15,109,1,C074,Hamra
3514,2024-03-22,20,307,1,C140,Hamra
3017,2024-09-12,16,308,3,C120,Hamra
2430,2024-07-15,20,202,1,C097,Hamra
3022,2024-10-29,13,110,1,C120,Hamra
605,2024-01-10,15,409,1,C025,Hamra
3853,2024-11-07,15,601,1,C153,Hamra
94,2024-10-12,20,110,1,C004,Hamra
92,2024-08-29,9,405,1,C004,Hamra
3433,2024-09-07,10,307,1,C137,Hamra
3613,2024-12-30,8,106,1,C143,Hamra
626,2024-01-05,16,703,1,C026,Hamra
1971,2024-04-28,9,102,1,C079,Hamra
2265,2024-10-15,17,405,1,C090,Hamra
1763,2024-03-05,17,102,3,C071,Hamra
4002,2024-05-25,11,407,1,C160,Hamra
1901,2024-08-11,11,506,1,C076,Hamra
2488,2024-08-26,12,301,2,C099,Hamra
4466,2024-06-25,19,202,2,C180,Hamra
3173,2024-09-23,13,101,1,C127,Hamra
785,2024-12-06,13,706,2,C032,Hamra
209,2024-10-08,7,108,1,C009,Hamra
1947,2024-03-03,20,701,2,C078,Hamra
309,2024-08-04,8,703,1,C013,Hamra
4582,2024-12-07,18,203,1,C184,Hamra
3111,2024-11-10,15,205,1,C124,Hamra
4279,2024-10-09,16,706,2,C172,Hamra
2406,2024-06-25,8,602,1,C096,Hamra
2068,2024-04-07,12,108,1,C083,Hamra
3954,2024-04-14,17,110,1,C158,Hamra
3624,2024-04-08,17,604,3,C144,Hamra
3534,2024-11-06,7,105,2,C140,Hamra
4838,2024-01-06,9,703,1,C194,Hamra
439,2024-07-15,8,304,1,C018,Hamra
3558,2024-12-16,9,605,1,C141,Hamra
2319,2024-05-12,11,502,1,C093,Hamra
602,2024-12-23,17,201,3,C024,Hamra
2576,2024-09-15,16,706,1,C102,Hamra
3511,2024-01-23,12,601,1,C140,Hamra
1468,2024-02-22,15,305,1,C060,Hamra
1479,2024-06-13,18,305,1,C060,Hamra
2509,2024-07-20,17,306,1,C100,Hamra
4,2024-03-23,16,303,1,C001,Hamra
1046,2024-05-24,18,703,1,C043,Hamra
1351,2024-03-25,18,110,1,C055,Hamra
4192,2024-03-18,19,409,1,C168,Hamra
4807,2024-12-31,10,401,1,C192,Hamra
808,2024-01-01,13,405,1,C034,Hamra
813,2024-02-20,12,109,2,C034,Hamra
4362,2024-06-21,8,604,1,C176,Hamra
4030,2024-07-23,16,704,1,C161,Hamra
4897,2024-09-16,17,406,2,C196,Hamra
3969,2024-10-14,17,506,1,C158,Hamra
2759,2024-02-03,17,104,1,C110,Hamra
2118,2024-12-13,14,106,1,C084,Hamra
2256,2024-04-04,13,204,1,C090,Hamra
1967,2024-03-12,13,104,1,C079,Hamra
1758,2024-02-08,20,401,1,C071,Hamra
1768,2024-06-02,14,605,2,C071,Hamra
2884,2024-09-06,18,701,2,C114,Hamra
705,2024-06-10,18,503,1,C029,Hamra
3794,2024-04-27,19,302,1,C151,Hamra
4060,2024-09-15,20,304,1,C162,Hamra
3605,2024-11-01,17,704,1,C143,Hamra
2440,2024-09-24,7,702,1,C097,Hamra
1293,2024-02-23,19,106,2,C053,Hamra
3668,2024-08-23,7,404,1,C145,Hamra
1597,2024-08-09,14,201,3,C064,Hamra
1516,2024-09-07,10,301,2,C061,Hamra
4611,2024-11-08,11,405,2,C185,Hamra
2713,2024-04-21,14,310,1,C108,Hamra
902,2024-09-11,11,504,1,C037,Hamra
3377,2024-10-29,16,201,1,C135,Hamra
177,2024-07-25,10,107,1,C008,Hamra
1956,2024-08-16,18,401,1,C078,Hamra
1702,2024-12-06,12,307,1,C068,Hamra
513,2024-03-06,19,310,1,C021,Hamra
4715,2024-03-15,18,304,1,C189,Hamra
2342,2024-04-12,11,406,2,C094,Hamra
1874,2024-07-10,20,401,1,C075,Hamra
3938,2024-09-08,13,506,1,C157,Hamra
3845,2024-08-13,20,505,1,C153,Hamra
4646,2024-10-20,16,411,3,C186,Hamra
3581,2024-11-01,13,308,1,C142,Hamra
1951,2024-04-07,19,605,1,C078,Hamra
1640,2024-12-03,10,203,1,C066,Hamra
4527,2024-10-12,18,310,3,C182,Hamra
4878,2024-11-30,19,102,2,C195,Hamra
3973,2024-12-12,11,102,1,C158,Hamra
3693,2024-11-03,19,301,1,C146,Hamra
1331,2024-09-05,9,109,1,C054,Hamra
2503,2024-06-14,10,403,1,C100,Hamra
530,2024-11-30,20,203,1,C021,Hamra
1290,2024-01-30,10,410,2,C053,Hamra
2076,2024-09-03,9,505,3,C083,Hamra
3625,2024-04-15,19,203,1,C144,Hamra
3903,2024-02-20,16,406,1,C156,Hamra
83,2024-03-21,11,306,1,C004,Hamra
1355,2024-05-12,11,407,2,C055,Hamra
363,2024-10-11,17,409,2,C015,Hamra
1591,2024-05-17,13,108,1,C064,Hamra
4822,2024-07-02,10,505,1,C193,Hamra
2840,2024-11-25,19,701,1,C112,Hamra
3640,2024-09-29,10,102,1,C144,Hamra
2978,2024-12-05,15,502,2,C118,Hamra
491,2024-03-09,12,407,1,C020,Hamra
1582,2024-02-03,10,504,2,C064,Hamra
802,2024-09-18,8,403,1,C033,Hamra
2018,2024-02-22,12,501,2,C081,Hamra
4912,2024-07-23,8,505,1,C197,Hamra
3148,2024-05-05,11,101,2,C126,Hamra
1719,2024-08-22,12,505,1,C069,Hamra
4622,2024-02-12,10,110,1,C186,Hamra
4172,2024-08-27,20,104,1,C167,Hamra
4099,2024-04-20,19,410,1,C164,Hamra
2353,2024-09-05,9,110,1,C094,Hamra
1687,2024-05-30,13,605,1,C068,Hamra
2186,2024-07-01,8,201,3,C087,Hamra
531,2024-12-01,19,204,1,C021,Hamra
1560,2024-04-04,17,502,2,C063,Hamra
2124,2024-01-08,20,202,3,C085,Hamra
3351,2024-12-25,12,603,1,C134,Hamra
592,2024-07-02,19,302,1,C024,Hamra
2807,2024-10-07,10,301,1,C111,Hamra
4492,2024-07-13,12,410,1,C181,Hamra
2384,2024-12-17,10,102,1,C095,Hamra
2073,2024-07-13,10,201,3,C083,Hamra
2566,2024-06-03,10,505,1,C102,Hamra
1950,2024-04-02,15,103,1,C078,Hamra
4408,2024-06-08,13,404,1,C178,Hamra
3100,2024-03-01,9,303,2,C124,Hamra
3520,2024-05-01,9,305,1,C140,Hamra
4561,2024-02-20,12,605,1,C184,Hamra
3019,2024-10-03,12,204,1,C120,Hamra
346,2024-01-05,10,409,1,C015,Hamra
2067,2024-04-01,15,702,3,C083,Hamra
4198,2024-06-18,10,406,2,C168,Hamra
4221,2024-11-12,15,504,1,C169,Hamra
4905,2024-01-22,10,506,1,C197,Hamra
4920,2024-11-21,8,303,1,C197,Hamra
123,2024-01-01,8,405,1,C006,Hamra
1660,2024-05-12,11,310,1,C067,Hamra
4033,2024-08-20,10,304,1,C161,Hamra
4244,2024-01-12,13,108,1,C171,Hamra
3077,2024-12-11,20,403,3,C122,Hamra
3739,2024-02-15,17,108,1,C149,Hamra
2088,2024-02-03,11,406,3,C084,Hamra
4814,2024-03-18,12,103,1,C193,Hamra
2803,2024-08-05,16,103,1,C111,Hamra
3671,2024-10-27,10,602,2,C145,Hamra
3391,2024-03-13,19,307,1,C136,Hamra
1600,2024-10-08,18,302,1,C064,Hamra
3154,2024-09-05,8,411,1,C126,Hamra
673,2024-02-16,19,302,1,C028,Hamra
2457,2024-04-30,16,204,3,C098,Hamra
3551,2024-08-01,15,704,2,C141,Hamra
312,2024-08-26,16,109,1,C013,Hamra
4137,2024-02-25,13,405,1,C166,Hamra
3856,2024-12-15,10,306,1,C153,Hamra
4743,2024-04-16,9,202,1,C190,Hamra
3805,2024-11-14,16,501,1,C151,Hamra
2150,2024-02-17,20,407,1,C086,Hamra
512,2024-03-01,9,201,1,C021,Hamra
4528,2024-12-02,15,305,1,C182,Hamra
1550,2024-01-26,11,410,1,C063,Hamra
3970,2024-10-18,19,706,1,C158,Hamra
4896,2024-09-13,9,605,1,C196,Hamra
2787,2024-01-08,11,604,3,C111,Hamra
1891,2024-04-22,8,201,2,C076,Hamra
1836,2024-12-20,17,705,1,C073,Hamra
4012,2024-09-09,10,108,1,C160,Hamra
3824,2024-06-28,16,104,2,C152,Hamra
156,2024-07-25,8,402,3,C007,Hamra
1807,2024-10-29,8,602,2,C072,Hamra
3203,2024-05-06,18,504,1,C129,Hamra
3247,2024-02-25,14,502,3,C131,Hamra
2625,2024-08-01,7,605,1,C104,Hamra
671,2024-01-14,20,405,2,C028,Hamra
1038,2024-01-28,13,602,3,C043,Hamra
2424,2024-03-18,11,701,1,C097,Hamra
1126,2024-08-03,17,701,3,C046,Hamra
26,2024-12-30,14,402,1,C001,Hamra
4146,2024-06-02,7,306,3,C166,Hamra
2554,2024-01-14,17,705,1,C102,Hamra
843,2024-07-05,13,305,3,C035,Hamra
1338,2024-11-07,11,104,1,C054,Hamra
580,2024-01-07,10,201,2,C024,Hamra
3898,2024-01-03,13,203,1,C156,Hamra
535,2024-04-20,16,109,1,C022,Hamra
386,2024-08-25,8,104,1,C016,Hamra
315,2024-12-28,18,202,2,C013,Hamra
2514,2024-08-26,7,109,1,C100,Hamra
2519,2024-09-30,7,203,1,C100,Hamra
1544,2024-10-20,17,701,1,C062,Hamra
4259,2024-08-14,18,401,3,C171,Hamra
2171,2024-01-15,7,502,1,C087,Hamra
1954,2024-07-10,18,506,1,C078,Hamra
3999,2024-04-28,11,203,1,C160,Hamra
1649,2024-01-28,16,503,1,C067,Hamra
2277,2024-07-20,13,403,1,C091,Hamra
4587,2024-02-08,8,304,1,C185,Hamra
4828,2024-09-29,16,309,2,C193,Hamra
4913,2024-08-18,14,304,2,C197,Hamra
4382,2024-03-26,10,702,1,C177,Hamra
795,2024-05-05,18,203,1,C033,Hamra
2910,2024-10-26,9,203,1,C115,Hamra
466,2024-01-25,16,403,1,C019,Hamra
4103,2024-05-24,17,706,2,C164,Hamra
4924,2024-01-13,14,102,1,C198,Hamra
3109,2024-07-30,8,110,1,C124,Hamra
3587,2024-01-25,17,307,1,C143,Hamra
3009,2024-03-08,17,203,2,C120,Hamra
2422,2024-03-07,19,109,1,C097,Hamra
593,2024-08-20,9,408,1,C024,Hamra
654,2024-04-18,18,204,1,C027,Hamra
4387,2024-05-25,9,701,2,C177,Hamra
1868,2024-04-20,16,305,3,C075,Hamra
570,2024-08-15,17,205,1,C023,Hamra
4020,2024-04-20,7,407,1,C161,Hamra
978,2024-02-03,12,408,3,C041,Hamra
1382,2024-04-20,8,302,1,C056,Hamra
3939,2024-09-20,7,309,1,C157,Hamra
3987,2024-08-23,8,405,1,C159,Hamra
4815,2024-03-23,18,203,1,C193,Hamra
2448,2024-02-11,12,605,1,C098,Hamra
3682,2024-04-10,20,701,2,C146,Hamra
124,2024-01-06,10,301,1,C006,Hamra
4467,2024-06-28,12,102,1,C180,Hamra
975,2024-10-08,18,302,2,C040,Hamra
4834,2024-11-15,15,407,1,C193,Hamra
1027,2024-08-13,19,601,1,C042,Hamra
4899,2024-11-10,16,108,1,C196,Hamra
786,2024-12-30,18,705,2,C032,Hamra
228,2024-08-16,16,103,2,C010,Hamra
1724,2024-10-15,14,202,3,C069,Hamra
200,2024-05-29,7,305,2,C009,Hamra
1722,2024-10-03,19,301,1,C069,Hamra
4727,2024-07-16,14,204,1,C189,Hamra
3484,2024-03-10,15,301,2,C139,Hamra
2482,2024-04-21,12,706,1,C099,Hamra
4882,2024-01-04,16,702,1,C196,Hamra
1861,2024-12-15,11,601,1,C074,Hamra
2612,2024-11-26,12,702,1,C103,Hamra
3090,2024-11-13,19,704,3,C123,Hamra
2579,2024-12-15,12,408,1,C102,Hamra
173,2024-04-04,15,405,1,C008,Hamra
4389,2024-05-31,10,202,3,C177,Hamra
3827,2024-11-06,8,205,1,C152,Hamra
4022,2024-05-16,17,303,1,C161,Hamra
477,2024-09-03,17,403,1,C019,Hamra
42,2024-08-30,15,308,2,C002,Hamra
1346,2024-01-31,8,204,2,C055,Hamra
3481,2024-02-09,16,405,2,C139,Hamra
417,2024-08-16,15,408,2,C017,Hamra
4229,2024-02-05,8,603,1,C170,Hamra
1514,2024-08-10,18,205,2,C061,Hamra
3243,2024-01-06,14,107,2,C131,Hamra
2164,2024-11-17,15,205,1,C086,Hamra
845,2024-08-07,18,705,1,C035,Hamra
2588,2024-03-15,16,506,3,C103,Hamra
1624,2024-01-04,15,604,2,C066,Hamra
25,2024-11-30,16,502,2,C001,Hamra
3363,2024-05-13,15,604,2,C135,Hamra
3725,2024-04-27,8,602,1,C148,Hamra
4253,2024-04-03,10,201,1,C171,Hamra
2984,2024-03-02,13,404,1,C119,Hamra
3336,2024-07-12,18,406,1,C134,Hamra
1372,2024-11-30,8,310,2,C055,Hamra
2510,2024-07-21,7,705,1,C100,Hamra
510,2024-01-26,9,309,1,C021,Hamra
1253,2024-06-21,18,304,1,C051,Hamra
4329,2024-10-26,10,102,1,C174,Hamra
4078,2024-05-12,14,307,1,C163,Hamra
2522,2024-11-21,12,305,1,C100,Hamra
174,2024-04-27,17,408,1,C008,Hamra
1700,2024-11-19,8,108,1,C068,Hamra
2703,2024-10-01,15,310,3,C107,Hamra
3634,2024-07-30,20,604,1,C144,Hamra
1666,2024-08-12,8,109,1,C067,Hamra
4951,2024-01-20,19,409,1,C199,Hamra
4799,2024-04-22,18,308,1,C192,Hamra
38,2024-05-19,11,105,1,C002,Hamra
1,2024-02-16,18,310,2,C001,Hamra
4618,2024-01-01,10,108,2,C186,Hamra
6,2024-03-30,19,301,1,C001,Hamra
2564,2024-05-21,13,701,1,C102,Hamra
2913,2024-11-15,14,603,3,C115,Hamra
3359,2024-02-07,11,705,2,C135,Hamra
2215,2024-10-19,16,205,1,C088,Hamra
4909,2024-05-18,20,101,1,C197,Hamra
2310,2024-12-21,20,307,1,C092,Hamra
458,2024-11-28,11,103,1,C018,Hamra
2210,2024-09-15,8,502,1,C088,Hamra
4004,2024-06-09,14,204,1,C160,Hamra
4298,2024-06-26,20,411,1,C173,Hamra
787,2024-01-10,8,303,1,C033,Hamra
1823,2024-09-17,16,605,2,C073,Hamra
4386,2024-05-17,18,505,2,C177,Hamra
4025,2024-06-20,12,303,1,C161,Hamra
4949,2024-01-13,14,103,2,C199,Hamra
4891,2024-06-16,12,110,1,C196,Hamra
679,2024-05-09,10,702,2,C028,Hamra
2177,2024-03-24,19,503,1,C087,Hamra
1310,2024-11-16,10,605,1,C053,Hamra
1081,2024-11-14,12,101,1,C044,Hamra
1998,2024-04-10,20,402,1,C080,Hamra
4554,2024-11-24,19,402,3,C183,Hamra
3469,2024-09-29,10,201,1,C138,Hamra
338,2024-09-21,14,702,1,C014,Hamra
2585,2024-02-07,15,105,1,C103,Hamra
863,2024-04-03,7,107,1,C036,Hamra
816,2024-04-04,19,304,1,C034,Hamra
2216,2024-10-31,10,404,1,C088,Hamra
3679,2024-03-09,10,205,2,C146,Hamra
393,2024-11-13,8,410,2,C016,Hamra
4126,2024-08-23,12,605,3,C165,Hamra
1000,2024-11-29,9,501,1,C041,Hamra
614,2024-05-16,13,202,2,C025,Hamra
3143,2024-03-16,19,405,1,C126,Hamra
170,2024-02-04,17,305,1,C008,Hamra
2811,2024-01-01,17,501,1,C112,Hamra
2357,2024-10-22,11,103,3,C094,Hamra
2112,2024-11-15,10,109,2,C084,Hamra
3678,2024-02-29,11,505,3,C146,Hamra
1699,2024-11-15,14,503,2,C068,Hamra
4375,2024-12-14,9,401,3,C176,Hamra
4946,2024-11-23,20,102,2,C198,Hamra
1670,2024-09-23,13,308,1,C067,Hamra
3699,2024-12-26,20,308,1,C146,Hamra
2805,2024-08-16,12,306,1,C111,Hamra
452,2024-09-26,18,301,1,C018,Hamra
1393,2024-11-11,7,109,1,C056,Hamra
3801,2024-10-12,19,203,1,C151,Hamra
849,2024-10-17,13,403,1,C035,Hamra
3338,2024-07-31,20,402,3,C134,Hamra
2969,2024-06-13,19,704,3,C118,Hamra
625,2024-01-05,13,705,1,C026,Hamra
1521,2024-12-04,20,302,1,C061,Hamra
2205,2024-03-18,18,502,1,C088,Hamra
351,2024-03-02,7,411,1,C015,Hamra
2273,2024-05-11,15,101,2,C091,Hamra
772,2024-03-29,12,303,1,C032,Hamra
3533,2024-08-24,18,704,1,C140,Hamra
3296,2024-02-11,8,109,2,C133,Hamra
1587,2024-03-29,11,203,2,C064,Hamra
4966,2024-10-22,19,504,1,C199,Hamra
2165,2024-11-23,17,603,2,C086,Hamra
3892,2024-10-21,10,205,1,C155,Hamra
1092,2024-04-13,13,601,1,C045,Hamra
835,2024-01-14,14,602,1,C035,Hamra
643,2024-10-14,17,604,1,C026,Hamra
568,2024-06-27,20,104,1,C023,Hamra
3544,2024-05-04,17,408,1,C141,Hamra
3264,2024-12-18,7,309,1,C131,Hamra
698,2024-01-23,11,411,2,C029,Hamra
4845,2024-03-03,9,704,1,C194,Hamra
1593,2024-05-22,7,505,1,C064,Hamra
3906,2024-06-01,18,110,2,C156,Hamra
4102,2024-05-24,9,411,1,C164,Hamra
2856,2024-08-12,20,305,3,C113,Hamra
3347,2024-11-04,12,505,1,C134,Hamra
3486,2024-04-13,20,603,1,C139,Hamra
4139,2024-04-13,13,602,1,C166,Hamra
2961,2024-02-08,14,201,1,C118,Hamra
4057,2024-07-16,19,202,1,C162,Hamra
1662,2024-05-13,17,303,1,C067,Hamra
2710,2024-03-07,10,405,1,C108,Hamra
4321,2024-06-27,9,602,1,C174,Hamra
2149,2024-02-11,11,701,1,C086,Hamra
696,2024-01-15,15,501,1,C029,Hamra
1473,2024-04-20,19,305,1,C060,Hamra
1324,2024-06-05,12,310,1,C054,Hamra
2329,2024-10-15,15,202,1,C093,Hamra
1718,2024-08-18,12,306,1,C069,Hamra
2947,2024-06-05,8,310,2,C117,Hamra
193,2024-02-07,19,201,1,C009,Hamra
3145,2024-04-06,11,109,2,C126,Hamra
1936,2024-10-15,18,703,1,C077,Hamra
232,2024-09-10,17,310,1,C010,Hamra
2568,2024-07-14,15,410,1,C102,Hamra
4886,2024-03-26,14,705,2,C196,Hamra
1442,2024-11-17,13,407,1,C058,Hamra
2844,2024-01-10,7,702,1,C113,Hamra
4453,2024-01-05,10,204,1,C180,Hamra
4050,2024-05-02,18,101,1,C162,Hamra
2682,2024-11-25,13,302,1,C106,Hamra
853,2024-12-18,17,310,1,C035,Hamra
2591,2024-04-27,13,108,1,C103,Hamra
2606,2024-10-20,12,105,1,C103,Hamra
4024,2024-06-07,14,105,1,C161,Hamra
4986,2024-10-29,17,505,2,C200,Hamra
4009,2024-08-15,19,410,2,C160,Hamra
4556,2024-12-30,12,304,1,C183,Hamra
2434,2024-08-03,16,308,1,C097,Hamra
3402,2024-07-02,9,109,2,C136,Hamra
4310,2024-01-15,10,405,1,C174,Hamra
3569,2024-06-05,20,703,1,C142,Hamra
3398,2024-05-15,9,301,2,C136,Hamra
2676,2024-09-17,7,408,1,C106,Hamra
1769,2024-06-05,16,102,1,C071,Hamra
1915,2024-02-16,11,204,2,C077,Hamra
1339,2024-11-19,7,604,1,C054,Hamra
529,2024-11-27,7,101,2,C021,Hamra
2799,2024-06-21,8,401,2,C111,Hamra
1870,2024-05-09,19,310,3,C075,Hamra
328,2024-04-04,10,301,1,C014,Hamra
35,2024-04-24,12,205,1,C002,Hamra
4729,2024-08-30,14,401,1,C189,Hamra
2730,2024-10-18,19,605,1,C108,Hamra
3670,2024-10-08,9,602,1,C145,Hamra
1960,2024-10-25,7,301,1,C078,Hamra
1189,2024-10-09,9,204,1,C048,Hamra
2270,2024-03-09,18,404,1,C091,Hamra
3401,2024-05-27,9,309,1,C136,Hamra
4557,2024-01-11,11,605,2,C184,Hamra
420,2024-09-10,17,205,2,C017,Hamra
4921,2024-11-25,18,304,3,C197,Hamra
288,2024-12-25,18,108,1,C012,Hamra
4134,2024-02-07,10,409,3,C166,Hamra
3685,2024-05-13,19,102,2,C146,Hamra
636,2024-07-18,10,402,1,C026,Hamra
884,2024-01-23,15,110,1,C037,Hamra
1751,2024-10-29,13,410,1,C070,Hamra
4225,2024-12-11,10,308,1,C169,Hamra
1981,2024-10-28,9,702,1,C079,Hamra
4242,2024-12-28,12,108,1,C170,Hamra
2263,2024-08-05,9,403,2,C090,Hamra
988,2024-05-20,12,308,1,C041,Hamra
4334,2024-04-13,17,104,1,C175,Hamra
3577,2024-07-28,19,204,2,C142,Hamra
3202,2024-04-20,17,706,1,C129,Hamra
409,2024-04-13,19,506,3,C017,Hamra
4551,2024-11-11,19,404,1,C183,Hamra
1301,2024-06-19,18,101,3,C053,Hamra
2981,2024-12-21,15,104,1,C118,Hamra
2753,2024-11-19,12,407,1,C109,Hamra
3981,2024-05-12,18,408,1,C159,Hamra
4757,2024-10-19,10,702,2,C190,Hamra
3415,2024-11-23,11,401,2,C136,Hamra
3957,2024-05-06,19,302,1,C158,Hamra
1919,2024-04-15,12,503,3,C077,Hamra
1996,2024-04-01,17,308,1,C080,Hamra
4861,2024-10-13,9,407,1,C194,Hamra
1087,2024-02-20,14,705,2,C045,Hamra
429,2024-01-29,10,205,1,C018,Hamra
2490,2024-10-22,14,203,1,C099,Hamra
4304,2024-10-23,16,102,3,C173,Hamra
3713,2024-08-01,16,304,3,C147,Hamra
1693,2024-09-23,9,309,3,C068,Hamra
2078,2024-09-13,16,603,3,C083,Hamra
1234,2024-10-28,13,309,1,C050,Hamra
611,2024-04-10,17,201,2,C025,Hamra
4157,2024-12-11,19,307,1,C166,Hamra
3043,2024-04-19,18,205,3,C121,Hamra
4105,2024-06-30,15,110,1,C164,Hamra
1697,2024-11-08,10,505,1,C068,Hamra
1373,2024-01-01,14,402,1,C056,Hamra
951,2024-11-14,9,109,1,C039,Hamra
1555,2024-02-24,13,705,1,C063,Hamra
3186,2024-05-28,9,403,2,C128,Hamra
3379,2024-11-04,18,101,2,C135,Hamra
