Order_ID,Date,Hour,Product_ID,Quantity,Customer_ID,Branch,Product_Name,Category,Unit_Price,Cost,Gender,Age,City,Time_ID,Day,Month,Year,Weekday,Total_Sale,Profit,Age_Group
1722,2024-10-03,19,301,1,C069,Hamra,Lemonade,Cold Drinks,3.0,0.8,F,56,Zahle,3877,3,10,2024,Thursday,3.0,2.2,50+
4727,2024-07-16,14,204,1,C189,Hamra,Chamomile Tea,Tea,2.5,0.5,F,43,Tripoli,2766,16,7,2024,Tuesday,2.5,2.0,36–50
3484,2024-03-10,15,301,2,C139,Hamra,Lemonade,Cold Drinks,3.0,0.8,M,33,Saida,975,10,3,2024,Sunday,6.0,4.4,26–35
2482,2024-04-21,12,706,1,C099,Hamra,Honey Pancakes,Desserts,4.5,1.5,M,49,Zahle,1560,21,4,2024,Sunday,4.5,3.0,36–50
4882,2024-01-04,16,702,1,C196,Hamra,Lotus Crepe,Desserts,5.8,1.9,F,44,Zahle,52,4,1,2024,Thursday,5.8,3.9,36–50
1861,2024-12-15,11,601,1,C074,Hamra,Chicken Caesar Salad,Salads,7.5,3.2,M,29,Saida,4891,15,12,2024,Sunday,7.5,4.3,26–35
2612,2024-11-26,12,702,1,C103,Hamra,Lotus Crepe,Desserts,5.8,1.9,M,21,Byblos,4626,26,11,2024,Tuesday,5.8,3.9,16–25
3090,2024-11-13,19,704,3,C123,Hamra,Mafroukeh Dessert,Desserts,6.5,2.5,F,27,Saida,4451,13,11,2024,Wednesday,19.5,12.0,26–35
2579,2024-12-15,12,408,1,C102,Hamra,Fries,Appetizers,3.0,0.7,M,29,Tripoli,4892,15,12,2024,Sunday,3.0,2.3,26–35
173,2024-04-04,15,405,1,C008,Hamra,Lahm Baajin,Manakish,5.0,1.2,F,49,Byblos,1325,4,4,2024,Thursday,5.0,3.8,36–50
4389,2024-05-31,10,202,3,C177,Hamra,Mint Tea,Tea,2.2,0.5,M,23,Saida,2118,31,5,2024,Friday,6.6000000000000005,5.1000000000000005,16–25
3827,2024-11-06,8,205,1,C152,Hamra,Mate,Tea,2.5,0.5,F,39,Tripoli,4342,6,11,2024,Wednesday,2.5,2.0,36–50
4022,2024-05-16,17,303,1,C161,Hamra,Fresh Orange Juice,Cold Drinks,3.5,1.0,F,35,Batroun,1915,16,5,2024,Thursday,3.5,2.5,26–35
477,2024-09-03,17,403,1,C019,Hamra,Cheese Manoushe,Manakish,4.5,0.8,M,43,Tripoli,3455,3,9,2024,Tuesday,4.5,3.7,36–50
42,2024-08-30,15,308,2,C002,Hamra,Banane Avocat,Cocktails,6.5,2.5,F,37,Zahle,3397,30,8,2024,Friday,13.0,8.0,36–50
1346,2024-01-31,8,204,2,C055,Hamra,Chamomile Tea,Tea,2.5,0.5,F,44,Tyre,422,31,1,2024,Wednesday,5.0,4.0,36–50
3481,2024-02-09,16,405,2,C139,Hamra,Lahm Baajin,Manakish,5.0,1.2,M,33,Saida,556,9,2,2024,Friday,10.0,7.6,26–35
417,2024-08-16,15,408,2,C017,Hamra,Fries,Appetizers,3.0,0.7,M,34,Byblos,3201,16,8,2024,Friday,6.0,4.6,26–35
4229,2024-02-05,8,603,1,C170,Hamra,Fattoush,Salads,5.5,2.0,F,23,Tripoli,492,5,2,2024,Monday,5.5,3.5,16–25
1514,2024-08-10,18,205,2,C061,Hamra,Mate,Tea,2.5,0.5,F,34,Zahle,3120,10,8,2024,Saturday,5.0,4.0,26–35
3243,2024-01-06,14,107,2,C131,Hamra,Mocha,Coffee,4.5,0.9,F,59,Byblos,78,6,1,2024,Saturday,9.0,7.2,50+
2164,2024-11-17,15,205,1,C086,Hamra,Mate,Tea,2.5,0.5,M,33,Tripoli,4503,17,11,2024,Sunday,2.5,2.0,26–35
845,2024-08-07,18,705,1,C035,Hamra,Ice Cream 2 Scoops,Desserts,4.0,1.2,M,33,Byblos,3078,7,8,2024,Wednesday,4.0,2.8,26–35
2588,2024-03-15,16,506,3,C103,Hamra,Steak Sandwich,Sandwiches,9.0,4.0,M,21,Byblos,1046,15,3,2024,Friday,27.0,15.0,16–25
1624,2024-01-04,15,604,2,C066,Hamra,Tabbouleh,Salads,5.5,2.0,M,22,Zahle,51,4,1,2024,Thursday,11.0,7.0,16–25
25,2024-11-30,16,502,2,C001,Hamra,Chicken Sub Sandwich,Sandwiches,7.0,3.0,F,18,Zahle,4686,30,11,2024,Saturday,14.0,8.0,16–25
3363,2024-05-13,15,604,2,C135,Hamra,Tabbouleh,Salads,5.5,2.0,F,20,Byblos,1871,13,5,2024,Monday,11.0,7.0,16–25
3725,2024-04-27,8,602,1,C148,Hamra,Greek Salad,Salads,6.5,2.8,M,19,Beirut,1640,27,4,2024,Saturday,6.5,3.7,16–25
4253,2024-04-03,10,201,1,C171,Hamra,Tea,Tea,2.0,0.4,M,27,Byblos,1306,3,4,2024,Wednesday,2.0,1.6,26–35
2984,2024-03-02,13,404,1,C119,Hamra,Keshek Manoushe,Manakish,4.0,0.7,F,42,Tyre,861,2,3,2024,Saturday,4.0,3.3,36–50
3336,2024-07-12,18,406,1,C134,Hamra,Kaak with Cheese,Bakery,3.5,0.8,F,60,Zahle,2714,12,7,2024,Friday,3.5,2.7,50+
1372,2024-11-30,8,310,2,C055,Hamra,Strawberry Milkshake,Shakes,5.5,1.8,F,44,Tyre,4678,30,11,2024,Saturday,11.0,7.4,36–50
2510,2024-07-21,7,705,1,C100,Hamra,Ice Cream 2 Scoops,Desserts,4.0,1.2,F,29,Byblos,2829,21,7,2024,Sunday,4.0,2.8,26–35
510,2024-01-26,9,309,1,C021,Hamra,Chocolate Milkshake,Shakes,5.5,1.8,F,58,Batroun,353,26,1,2024,Friday,5.5,3.7,50+
1253,2024-06-21,18,304,1,C051,Hamra,Carrot Juice,Cold Drinks,3.5,1.0,F,48,Tripoli,2420,21,6,2024,Friday,3.5,2.5,36–50
4329,2024-10-26,10,102,1,C174,Hamra,Turkish Coffee,Coffee,2.0,0.4,M,20,Tyre,4190,26,10,2024,Saturday,2.0,1.6,16–25
4078,2024-05-12,14,307,1,C163,Hamra,Strawberry Cocktail,Cocktails,6.0,2.0,F,40,Beirut,1856,12,5,2024,Sunday,6.0,4.0,36–50
2522,2024-11-21,12,305,1,C100,Hamra,Avocado Shake Cocktails,Shakes,6.0,2.2,F,29,Byblos,4556,21,11,2024,Thursday,6.0,3.8,26–35
174,2024-04-27,17,408,1,C008,Hamra,Fries,Appetizers,3.0,0.7,F,49,Byblos,1649,27,4,2024,Saturday,3.0,2.3,36–50
1700,2024-11-19,8,108,1,C068,Hamra,Caramel Latte,Coffee,4.8,1.0,F,21,Beirut,4524,19,11,2024,Tuesday,4.8,3.8,16–25
2703,2024-10-01,15,310,3,C107,Hamra,Strawberry Milkshake,Shakes,5.5,1.8,M,18,Tyre,3845,1,10,2024,Tuesday,16.5,11.100000000000001,16–25
3634,2024-07-30,20,604,1,C144,Hamra,Tabbouleh,Salads,5.5,2.0,F,39,Batroun,2968,30,7,2024,Tuesday,5.5,3.5,36–50
1666,2024-08-12,8,109,1,C067,Hamra,Hot Chocolate,Hot Drinks,3.8,0.9,M,60,Beirut,3138,12,8,2024,Monday,3.8,2.9,50+
4951,2024-01-20,19,409,1,C199,Hamra,Pita Chips,Appetizers,2.5,0.6,M,46,Jounieh,279,20,1,2024,Saturday,2.5,1.9,36–50
4799,2024-04-22,18,308,1,C192,Hamra,Banane Avocat,Cocktails,6.5,2.5,F,27,Tripoli,1580,22,4,2024,Monday,6.5,4.0,26–35
38,2024-05-19,11,105,1,C002,Hamra,Café Latte,Coffee,4.0,0.8,F,37,Zahle,1951,19,5,2024,Sunday,4.0,3.2,36–50
1,2024-02-16,18,310,2,C001,Hamra,Strawberry Milkshake,Shakes,5.5,1.8,F,18,Zahle,656,16,2,2024,Friday,11.0,7.4,16–25
4618,2024-01-01,10,108,2,C186,Hamra,Caramel Latte,Coffee,4.8,1.0,F,34,Beirut,4,1,1,2024,Monday,9.6,7.6,26–35
6,2024-03-30,19,301,1,C001,Hamra,Lemonade,Cold Drinks,3.0,0.8,F,18,Zahle,1259,30,3,2024,Saturday,3.0,2.2,16–25
2564,2024-05-21,13,701,1,C102,Hamra,Nutella Crepe,Desserts,5.5,1.8,M,29,Tripoli,1981,21,5,2024,Tuesday,5.5,3.7,26–35
2913,2024-11-15,14,603,3,C115,Hamra,Fattoush,Salads,5.5,2.0,F,36,Byblos,4474,15,11,2024,Friday,16.5,10.5,36–50
3359,2024-02-07,11,705,2,C135,Hamra,Ice Cream 2 Scoops,Desserts,4.0,1.2,F,20,Byblos,523,7,2,2024,Wednesday,8.0,5.6,16–25
2215,2024-10-19,16,205,1,C088,Hamra,Mate,Tea,2.5,0.5,F,56,Beirut,4098,19,10,2024,Saturday,2.5,2.0,50+
4909,2024-05-18,20,101,1,C197,Hamra,Espresso,Coffee,2.5,0.5,M,57,Zahle,1946,18,5,2024,Saturday,2.5,2.0,50+
2310,2024-12-21,20,307,1,C092,Hamra,Strawberry Cocktail,Cocktails,6.0,2.0,F,32,Batroun,4984,21,12,2024,Saturday,6.0,4.0,26–35
458,2024-11-28,11,103,1,C018,Hamra,Blonde Coffee,Coffee,2.2,0.5,M,19,Tripoli,4653,28,11,2024,Thursday,2.2,1.7000000000000002,16–25
2210,2024-09-15,8,502,1,C088,Hamra,Chicken Sub Sandwich,Sandwiches,7.0,3.0,F,56,Beirut,3614,15,9,2024,Sunday,7.0,4.0,50+
4004,2024-06-09,14,204,1,C160,Hamra,Chamomile Tea,Tea,2.5,0.5,M,20,Beirut,2248,9,6,2024,Sunday,2.5,2.0,16–25
4298,2024-06-26,20,411,1,C173,Hamra,Mutabbal,Appetizers,4.2,1.2,F,31,Tripoli,2492,26,6,2024,Wednesday,4.2,3.0,26–35
787,2024-01-10,8,303,1,C033,Hamra,Fresh Orange Juice,Cold Drinks,3.5,1.0,M,33,Batroun,128,10,1,2024,Wednesday,3.5,2.5,26–35
1823,2024-09-17,16,605,2,C073,Hamra,Halloumi Salad,Salads,6.8,2.9,F,54,Saida,3650,17,9,2024,Tuesday,13.6,7.8,50+
4386,2024-05-17,18,505,2,C177,Hamra,Turkey Sandwich,Sandwiches,5.5,2.2,M,23,Saida,1930,17,5,2024,Friday,11.0,6.6,16–25
4025,2024-06-20,12,303,1,C161,Hamra,Fresh Orange Juice,Cold Drinks,3.5,1.0,F,35,Batroun,2400,20,6,2024,Thursday,3.5,2.5,26–35
4949,2024-01-13,14,103,2,C199,Hamra,Blonde Coffee,Coffee,2.2,0.5,M,46,Jounieh,176,13,1,2024,Saturday,4.4,3.4000000000000004,36–50
4891,2024-06-16,12,110,1,C196,Hamra,Sahlab,Hot Drinks,4.0,1.0,F,44,Zahle,2344,16,6,2024,Sunday,4.0,3.0,36–50
679,2024-05-09,10,702,2,C028,Hamra,Lotus Crepe,Desserts,5.8,1.9,M,18,Tripoli,1810,9,5,2024,Thursday,11.6,7.8,16–25
2177,2024-03-24,19,503,1,C087,Hamra,BBQ Chicken Sandwich,Sandwiches,7.5,3.2,F,60,Batroun,1175,24,3,2024,Sunday,7.5,4.3,50+
1310,2024-11-16,10,605,1,C053,Hamra,Halloumi Salad,Salads,6.8,2.9,F,46,Batroun,4484,16,11,2024,Saturday,6.8,3.9,36–50
1081,2024-11-14,12,101,1,C044,Hamra,Espresso,Coffee,2.5,0.5,F,20,Zahle,4458,14,11,2024,Thursday,2.5,2.0,16–25
1998,2024-04-10,20,402,1,C080,Hamra,Zaatar Manoushe,Manakish,3.5,0.5,F,40,Saida,1414,10,4,2024,Wednesday,3.5,3.0,36–50
4554,2024-11-24,19,402,3,C183,Hamra,Zaatar Manoushe,Manakish,3.5,0.5,M,23,Saida,4605,24,11,2024,Sunday,10.5,9.0,16–25
3469,2024-09-29,10,201,1,C138,Hamra,Tea,Tea,2.0,0.4,F,55,Tyre,3812,29,9,2024,Sunday,2.0,1.6,50+
338,2024-09-21,14,702,1,C014,Hamra,Lotus Crepe,Desserts,5.8,1.9,M,38,Saida,3704,21,9,2024,Saturday,5.8,3.9,36–50
2585,2024-02-07,15,105,1,C103,Hamra,Café Latte,Coffee,4.0,0.8,M,21,Byblos,527,7,2,2024,Wednesday,4.0,3.2,16–25
863,2024-04-03,7,107,1,C036,Hamra,Mocha,Coffee,4.5,0.9,M,23,Beirut,1303,3,4,2024,Wednesday,4.5,3.6,16–25
816,2024-04-04,19,304,1,C034,Hamra,Carrot Juice,Cold Drinks,3.5,1.0,F,50,Byblos,1329,4,4,2024,Thursday,3.5,2.5,36–50
2216,2024-10-31,10,404,1,C088,Hamra,Keshek Manoushe,Manakish,4.0,0.7,F,56,Beirut,4260,31,10,2024,Thursday,4.0,3.3,50+
3679,2024-03-09,10,205,2,C146,Hamra,Mate,Tea,2.5,0.5,M,27,Beirut,956,9,3,2024,Saturday,5.0,4.0,26–35
393,2024-11-13,8,410,2,C016,Hamra,Hummus,Appetizers,4.0,1.2,M,50,Zahle,4440,13,11,2024,Wednesday,8.0,5.6,36–50
4126,2024-08-23,12,605,3,C165,Hamra,Halloumi Salad,Salads,6.8,2.9,M,44,Batroun,3296,23,8,2024,Friday,20.4,11.7,36–50
1000,2024-11-29,9,501,1,C041,Hamra,Shish Tawouk Sandwich,Sandwiches,6.5,2.5,M,42,Tyre,4665,29,11,2024,Friday,6.5,4.0,36–50
614,2024-05-16,13,202,2,C025,Hamra,Mint Tea,Tea,2.2,0.5,F,25,Beirut,1911,16,5,2024,Thursday,4.4,3.4000000000000004,16–25
3143,2024-03-16,19,405,1,C126,Hamra,Lahm Baajin,Manakish,5.0,1.2,M,59,Jounieh,1063,16,3,2024,Saturday,5.0,3.8,50+
170,2024-02-04,17,305,1,C008,Hamra,Avocado Shake Cocktails,Shakes,6.0,2.2,F,49,Byblos,487,4,2,2024,Sunday,6.0,3.8,36–50
2811,2024-01-01,17,501,1,C112,Hamra,Shish Tawouk Sandwich,Sandwiches,6.5,2.5,F,46,Tripoli,11,1,1,2024,Monday,6.5,4.0,36–50
2357,2024-10-22,11,103,3,C094,Hamra,Blonde Coffee,Coffee,2.2,0.5,M,40,Tripoli,4135,22,10,2024,Tuesday,6.6000000000000005,5.1000000000000005,36–50
2112,2024-11-15,10,109,2,C084,Hamra,Hot Chocolate,Hot Drinks,3.8,0.9,M,53,Batroun,4470,15,11,2024,Friday,7.6,5.8,50+
3678,2024-02-29,11,505,3,C146,Hamra,Turkey Sandwich,Sandwiches,5.5,2.2,M,27,Beirut,831,29,2,2024,Thursday,16.5,9.899999999999999,26–35
1699,2024-11-15,14,503,2,C068,Hamra,BBQ Chicken Sandwich,Sandwiches,7.5,3.2,F,21,Beirut,4474,15,11,2024,Friday,15.0,8.6,16–25
4375,2024-12-14,9,401,3,C176,Hamra,Croissant,Bakery,3.0,0.8,M,24,Jounieh,4875,14,12,2024,Saturday,9.0,6.6000000000000005,16–25
4946,2024-11-23,20,102,2,C198,Hamra,Turkish Coffee,Coffee,2.0,0.4,F,29,Tyre,4592,23,11,2024,Saturday,4.0,3.2,26–35
1670,2024-09-23,13,308,1,C067,Hamra,Banane Avocat,Cocktails,6.5,2.5,M,60,Beirut,3731,23,9,2024,Monday,6.5,4.0,50+
3699,2024-12-26,20,308,1,C146,Hamra,Banane Avocat,Cocktails,6.5,2.5,M,27,Beirut,5054,26,12,2024,Thursday,6.5,4.0,26–35
2805,2024-08-16,12,306,1,C111,Hamra,Mango Cocktail,Cocktails,6.0,2.2,M,40,Zahle,3198,16,8,2024,Friday,6.0,3.8,36–50
452,2024-09-26,18,301,1,C018,Hamra,Lemonade,Cold Drinks,3.0,0.8,M,19,Tripoli,3778,26,9,2024,Thursday,3.0,2.2,16–25
1393,2024-11-11,7,109,1,C056,Hamra,Hot Chocolate,Hot Drinks,3.8,0.9,F,26,Batroun,4411,11,11,2024,Monday,3.8,2.9,26–35
3801,2024-10-12,19,203,1,C151,Hamra,Green Tea,Tea,2.2,0.5,M,21,Saida,4003,12,10,2024,Saturday,2.2,1.7000000000000002,16–25
849,2024-10-17,13,403,1,C035,Hamra,Cheese Manoushe,Manakish,4.5,0.8,M,33,Byblos,4067,17,10,2024,Thursday,4.5,3.7,26–35
3338,2024-07-31,20,402,3,C134,Hamra,Zaatar Manoushe,Manakish,3.5,0.5,F,60,Zahle,2982,31,7,2024,Wednesday,10.5,9.0,50+
2969,2024-06-13,19,704,3,C118,Hamra,Mafroukeh Dessert,Desserts,6.5,2.5,F,48,Jounieh,2309,13,6,2024,Thursday,19.5,12.0,36–50
625,2024-01-05,13,705,1,C026,Hamra,Ice Cream 2 Scoops,Desserts,4.0,1.2,M,28,Beirut,63,5,1,2024,Friday,4.0,2.8,26–35
1521,2024-12-04,20,302,1,C061,Hamra,Lemonade Mint,Cold Drinks,3.5,1.0,F,34,Zahle,4746,4,12,2024,Wednesday,3.5,2.5,26–35
2205,2024-03-18,18,502,1,C088,Hamra,Chicken Sub Sandwich,Sandwiches,7.0,3.0,F,56,Beirut,1090,18,3,2024,Monday,7.0,4.0,50+
351,2024-03-02,7,411,1,C015,Hamra,Mutabbal,Appetizers,4.2,1.2,F,52,Zahle,855,2,3,2024,Saturday,4.2,3.0,50+
2273,2024-05-11,15,101,2,C091,Hamra,Espresso,Coffee,2.5,0.5,M,47,Tyre,1843,11,5,2024,Saturday,5.0,4.0,36–50
772,2024-03-29,12,303,1,C032,Hamra,Fresh Orange Juice,Cold Drinks,3.5,1.0,M,49,Beirut,1238,29,3,2024,Friday,3.5,2.5,36–50
3533,2024-08-24,18,704,1,C140,Hamra,Mafroukeh Dessert,Desserts,6.5,2.5,F,50,Tripoli,3316,24,8,2024,Saturday,6.5,4.0,36–50
3296,2024-02-11,8,109,2,C133,Hamra,Hot Chocolate,Hot Drinks,3.8,0.9,M,41,Beirut,576,11,2,2024,Sunday,7.6,5.8,36–50
1587,2024-03-29,11,203,2,C064,Hamra,Green Tea,Tea,2.2,0.5,M,26,Jounieh,1237,29,3,2024,Friday,4.4,3.4000000000000004,26–35
4966,2024-10-22,19,504,1,C199,Hamra,Halloumi Sandwich,Sandwiches,6.0,2.0,M,46,Jounieh,4143,22,10,2024,Tuesday,6.0,4.0,36–50
2165,2024-11-23,17,603,2,C086,Hamra,Fattoush,Salads,5.5,2.0,M,33,Tripoli,4589,23,11,2024,Saturday,11.0,7.0,26–35
3892,2024-10-21,10,205,1,C155,Hamra,Mate,Tea,2.5,0.5,M,24,Byblos,4120,21,10,2024,Monday,2.5,2.0,16–25
1092,2024-04-13,13,601,1,C045,Hamra,Chicken Caesar Salad,Salads,7.5,3.2,F,48,Tyre,1449,13,4,2024,Saturday,7.5,4.3,36–50
835,2024-01-14,14,602,1,C035,Hamra,Greek Salad,Salads,6.5,2.8,M,33,Byblos,190,14,1,2024,Sunday,6.5,3.7,26–35
643,2024-10-14,17,604,1,C026,Hamra,Tabbouleh,Salads,5.5,2.0,M,28,Beirut,4029,14,10,2024,Monday,5.5,3.5,26–35
568,2024-06-27,20,104,1,C023,Hamra,Americano,Coffee,3.0,0.6,M,18,Saida,2506,27,6,2024,Thursday,3.0,2.4,16–25
3544,2024-05-04,17,408,1,C141,Hamra,Fries,Appetizers,3.0,0.7,F,21,Jounieh,1747,4,5,2024,Saturday,3.0,2.3,16–25
3264,2024-12-18,7,309,1,C131,Hamra,Chocolate Milkshake,Shakes,5.5,1.8,F,59,Byblos,4929,18,12,2024,Wednesday,5.5,3.7,50+
698,2024-01-23,11,411,2,C029,Hamra,Mutabbal,Appetizers,4.2,1.2,F,24,Tripoli,313,23,1,2024,Tuesday,8.4,6.0,16–25
4845,2024-03-03,9,704,1,C194,Hamra,Mafroukeh Dessert,Desserts,6.5,2.5,F,18,Jounieh,871,3,3,2024,Sunday,6.5,4.0,16–25
1593,2024-05-22,7,505,1,C064,Hamra,Turkey Sandwich,Sandwiches,5.5,2.2,M,26,Jounieh,1989,22,5,2024,Wednesday,5.5,3.3,26–35
3906,2024-06-01,18,110,2,C156,Hamra,Sahlab,Hot Drinks,4.0,1.0,M,52,Jounieh,2140,1,6,2024,Saturday,8.0,6.0,50+
4102,2024-05-24,9,411,1,C164,Hamra,Mutabbal,Appetizers,4.2,1.2,F,53,Batroun,2019,24,5,2024,Friday,4.2,3.0,50+
2856,2024-08-12,20,305,3,C113,Hamra,Avocado Shake Cocktails,Shakes,6.0,2.2,F,27,Beirut,3150,12,8,2024,Monday,18.0,11.399999999999999,26–35
3347,2024-11-04,12,505,1,C134,Hamra,Turkey Sandwich,Sandwiches,5.5,2.2,F,60,Zahle,4318,4,11,2024,Monday,5.5,3.3,50+
3486,2024-04-13,20,603,1,C139,Hamra,Fattoush,Salads,5.5,2.0,M,33,Saida,1456,13,4,2024,Saturday,5.5,3.5,26–35
4139,2024-04-13,13,602,1,C166,Hamra,Greek Salad,Salads,6.5,2.8,F,48,Beirut,1449,13,4,2024,Saturday,6.5,3.7,36–50
2961,2024-02-08,14,201,1,C118,Hamra,Tea,Tea,2.0,0.4,F,48,Jounieh,540,8,2,2024,Thursday,2.0,1.6,36–50
4057,2024-07-16,19,202,1,C162,Hamra,Mint Tea,Tea,2.2,0.5,F,37,Saida,2771,16,7,2024,Tuesday,2.2,1.7000000000000002,36–50
1662,2024-05-13,17,303,1,C067,Hamra,Fresh Orange Juice,Cold Drinks,3.5,1.0,M,60,Beirut,1873,13,5,2024,Monday,3.5,2.5,50+
2710,2024-03-07,10,405,1,C108,Hamra,Lahm Baajin,Manakish,5.0,1.2,F,21,Saida,928,7,3,2024,Thursday,5.0,3.8,16–25
4321,2024-06-27,9,602,1,C174,Hamra,Greek Salad,Salads,6.5,2.8,M,20,Tyre,2495,27,6,2024,Thursday,6.5,3.7,16–25
2149,2024-02-11,11,701,1,C086,Hamra,Nutella Crepe,Desserts,5.5,1.8,M,33,Tripoli,579,11,2,2024,Sunday,5.5,3.7,26–35
696,2024-01-15,15,501,1,C029,Hamra,Shish Tawouk Sandwich,Sandwiches,6.5,2.5,F,24,Tripoli,205,15,1,2024,Monday,6.5,4.0,16–25
1473,2024-04-20,19,305,1,C060,Hamra,Avocado Shake Cocktails,Shakes,6.0,2.2,F,22,Zahle,1553,20,4,2024,Saturday,6.0,3.8,16–25
1324,2024-06-05,12,310,1,C054,Hamra,Strawberry Milkshake,Shakes,5.5,1.8,F,53,Byblos,2190,5,6,2024,Wednesday,5.5,3.7,50+
2329,2024-10-15,15,202,1,C093,Hamra,Mint Tea,Tea,2.2,0.5,F,27,Byblos,4041,15,10,2024,Tuesday,2.2,1.7000000000000002,26–35
1718,2024-08-18,12,306,1,C069,Hamra,Mango Cocktail,Cocktails,6.0,2.2,F,56,Zahle,3226,18,8,2024,Sunday,6.0,3.8,50+
2947,2024-06-05,8,310,2,C117,Hamra,Strawberry Milkshake,Shakes,5.5,1.8,F,49,Zahle,2186,5,6,2024,Wednesday,11.0,7.4,36–50
193,2024-02-07,19,201,1,C009,Hamra,Tea,Tea,2.0,0.4,M,21,Beirut,531,7,2,2024,Wednesday,2.0,1.6,16–25
3145,2024-04-06,11,109,2,C126,Hamra,Hot Chocolate,Hot Drinks,3.8,0.9,M,59,Jounieh,1349,6,4,2024,Saturday,7.6,5.8,50+
1936,2024-10-15,18,703,1,C077,Hamra,Ashta W Banane,Cocktails Specials,7.0,2.5,M,30,Zahle,4044,15,10,2024,Tuesday,7.0,4.5,26–35
232,2024-09-10,17,310,1,C010,Hamra,Strawberry Milkshake,Shakes,5.5,1.8,F,49,Tyre,3553,10,9,2024,Tuesday,5.5,3.7,36–50
2568,2024-07-14,15,410,1,C102,Hamra,Hummus,Appetizers,4.0,1.2,M,29,Tripoli,2739,14,7,2024,Sunday,4.0,2.8,26–35
4886,2024-03-26,14,705,2,C196,Hamra,Ice Cream 2 Scoops,Desserts,4.0,1.2,F,44,Zahle,1198,26,3,2024,Tuesday,8.0,5.6,36–50
1442,2024-11-17,13,407,1,C058,Hamra,Cheese Rolls,Appetizers,4.5,1.0,F,22,Tripoli,4501,17,11,2024,Sunday,4.5,3.5,16–25
2844,2024-01-10,7,702,1,C113,Hamra,Lotus Crepe,Desserts,5.8,1.9,F,27,Beirut,127,10,1,2024,Wednesday,5.8,3.9,26–35
4453,2024-01-05,10,204,1,C180,Hamra,Chamomile Tea,Tea,2.5,0.5,M,20,Jounieh,60,5,1,2024,Friday,2.5,2.0,16–25
4050,2024-05-02,18,101,1,C162,Hamra,Espresso,Coffee,2.5,0.5,F,37,Saida,1720,2,5,2024,Thursday,2.5,2.0,36–50
2682,2024-11-25,13,302,1,C106,Hamra,Lemonade Mint,Cold Drinks,3.5,1.0,F,59,Tripoli,4613,25,11,2024,Monday,3.5,2.5,50+
853,2024-12-18,17,310,1,C035,Hamra,Strawberry Milkshake,Shakes,5.5,1.8,M,33,Byblos,4939,18,12,2024,Wednesday,5.5,3.7,26–35
2591,2024-04-27,13,108,1,C103,Hamra,Caramel Latte,Coffee,4.8,1.0,M,21,Byblos,1645,27,4,2024,Saturday,4.8,3.8,16–25
2606,2024-10-20,12,105,1,C103,Hamra,Café Latte,Coffee,4.0,0.8,M,21,Byblos,4108,20,10,2024,Sunday,4.0,3.2,16–25
4024,2024-06-07,14,105,1,C161,Hamra,Café Latte,Coffee,4.0,0.8,F,35,Batroun,2220,7,6,2024,Friday,4.0,3.2,26–35
4986,2024-10-29,17,505,2,C200,Hamra,Turkey Sandwich,Sandwiches,5.5,2.2,M,40,Byblos,4239,29,10,2024,Tuesday,11.0,6.6,36–50
4009,2024-08-15,19,410,2,C160,Hamra,Hummus,Appetizers,4.0,1.2,M,20,Beirut,3191,15,8,2024,Thursday,8.0,5.6,16–25
4556,2024-12-30,12,304,1,C183,Hamra,Carrot Juice,Cold Drinks,3.5,1.0,M,23,Saida,5102,30,12,2024,Monday,3.5,2.5,16–25
2434,2024-08-03,16,308,1,C097,Hamra,Banane Avocat,Cocktails,6.5,2.5,M,45,Batroun,3020,3,8,2024,Saturday,6.5,4.0,36–50
3402,2024-07-02,9,109,2,C136,Hamra,Hot Chocolate,Hot Drinks,3.8,0.9,M,42,Saida,2565,2,7,2024,Tuesday,7.6,5.8,36–50
4310,2024-01-15,10,405,1,C174,Hamra,Lahm Baajin,Manakish,5.0,1.2,M,20,Tyre,200,15,1,2024,Monday,5.0,3.8,16–25
3569,2024-06-05,20,703,1,C142,Hamra,Ashta W Banane,Cocktails Specials,7.0,2.5,F,44,Batroun,2198,5,6,2024,Wednesday,7.0,4.5,36–50
3398,2024-05-15,9,301,2,C136,Hamra,Lemonade,Cold Drinks,3.0,0.8,M,42,Saida,1893,15,5,2024,Wednesday,6.0,4.4,36–50
2676,2024-09-17,7,408,1,C106,Hamra,Fries,Appetizers,3.0,0.7,F,59,Tripoli,3641,17,9,2024,Tuesday,3.0,2.3,50+
1769,2024-06-05,16,102,1,C071,Hamra,Turkish Coffee,Coffee,2.0,0.4,F,29,Byblos,2194,5,6,2024,Wednesday,2.0,1.6,26–35
1915,2024-02-16,11,204,2,C077,Hamra,Chamomile Tea,Tea,2.5,0.5,M,30,Zahle,649,16,2,2024,Friday,5.0,4.0,26–35
1339,2024-11-19,7,604,1,C054,Hamra,Tabbouleh,Salads,5.5,2.0,F,53,Byblos,4523,19,11,2024,Tuesday,5.5,3.5,50+
529,2024-11-27,7,101,2,C021,Hamra,Espresso,Coffee,2.5,0.5,F,58,Batroun,4635,27,11,2024,Wednesday,5.0,4.0,50+
2799,2024-06-21,8,401,2,C111,Hamra,Croissant,Bakery,3.0,0.8,M,40,Zahle,2410,21,6,2024,Friday,6.0,4.4,36–50
1870,2024-05-09,19,310,3,C075,Hamra,Strawberry Milkshake,Shakes,5.5,1.8,M,58,Saida,1819,9,5,2024,Thursday,16.5,11.100000000000001,50+
